Gender,state,sector,Age,Edu_level,workin_agri_forestry_fishing,Voters_card,BVN,Tax_invoice,Tax_cert,invest_freq,Borrowed_in_past,Paying_borrowed,Debt,Drought_damage,Pest_infestation,Avg_income,Own_agri_land,Own_agri_mech_tool,banked,saving_strand,credit_strand,insurance_strand,investments_physical_assets,investments_capital_markets,finhealth_resilience,finhealth_access,finlit_knowledge,finhealth_indicator_final
2,ABIA,1,25,4,0,1,2,2,2,2,2,1,2,2,2,2,2,3,2,3,4,0,1,2,2,0,2,1
1,ABIA,1,25,5,0,1,1,2,2,2,2,2,1,2,2,4,3,3,1,1,3,0,2,2,0,2,2,1
2,ABIA,1,23,5,0,1,2,2,2,1,2,2,3,2,2,3,2,3,1,1,4,0,1,2,1,0,2,1
1,ABIA,1,23,5,0,1,1,2,2,3,2,2,2,2,2,2,3,3,1,1,4,0,1,2,0,0,2,0
1,ADAMAWA,2,25,5,1,1,1,2,2,2,1,1,1,2,2,2,2,3,2,0,4,0,1,2,0,0,0,1
1,ADAMAWA,2,22,5,1,1,2,2,2,3,1,1,1,1,1,2,3,3,2,0,4,0,2,2,0,0,2,1
1,ADAMAWA,2,20,4,1,1,2,2,2,1,2,2,2,2,2,1,3,3,2,0,4,0,1,2,1,0,1,1
1,ADAMAWA,1,22,5,1,1,2,2,2,2,1,2,2,2,1,3,3,3,2,0,4,0,1,2,0,0,2,0
1,ADAMAWA,2,25,10,1,2,1,2,2,2,1,1,2,2,2,20,2,3,2,0,4,0,1,2,0,0,0,1
1,ADAMAWA,2,25,2,1,1,2,2,2,3,1,1,2,2,1,2,1,3,2,0,4,0,1,2,0,0,0,0
1,ADAMAWA,2,22,5,1,2,2,2,2,2,1,1,2,2,2,1,3,3,2,0,4,0,2,2,0,0,0,1
1,ADAMAWA,2,21,10,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,1
2,ADAMAWA,2,23,4,1,1,2,2,2,3,1,1,2,2,2,1,3,3,2,0,4,0,2,2,0,0,0,1
1,ADAMAWA,2,21,10,1,2,2,2,2,3,1,2,3,2,1,1,1,3,2,4,4,0,1,2,0,0,2,1
2,ADAMAWA,2,21,4,1,2,1,2,2,2,1,1,1,2,1,20,2,3,2,0,4,0,2,2,0,1,0,1
2,ADAMAWA,1,25,5,1,1,1,2,2,3,1,1,2,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
2,ADAMAWA,2,21,4,1,2,1,2,2,2,1,1,2,2,1,2,3,3,2,0,4,0,1,2,0,0,0,1
1,ADAMAWA,1,18,10,1,1,1,2,2,2,1,1,3,1,1,20,1,3,2,0,4,0,1,2,0,0,0,0
2,ADAMAWA,2,23,5,0,1,1,2,2,2,1,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,1,1
1,ADAMAWA,2,25,5,1,1,1,2,2,2,1,1,3,1,1,20,2,3,2,0,3,0,1,2,0,0,2,1
1,ADAMAWA,2,25,10,1,1,2,2,2,2,1,1,1,2,2,2,2,3,2,0,4,0,1,2,0,0,1,1
2,ADAMAWA,1,20,3,0,2,2,2,2,3,1,1,4,2,2,20,3,3,2,0,3,0,2,2,1,0,0,0
1,ADAMAWA,2,25,5,1,1,2,2,2,2,1,1,2,2,2,2,1,3,2,3,4,0,1,2,0,1,0,1
1,ADAMAWA,2,25,10,1,2,2,2,2,2,1,1,3,2,1,19,1,3,2,0,4,0,1,2,0,0,0,1
2,ADAMAWA,2,24,4,1,1,2,2,2,2,1,1,3,2,1,1,3,3,2,0,4,0,2,2,0,0,1,1
2,ADAMAWA,2,22,3,1,1,1,2,2,3,1,2,2,1,2,20,3,3,2,0,4,0,2,2,0,0,1,0
1,ADAMAWA,2,23,5,1,1,1,2,2,2,1,2,1,2,2,6,1,3,2,0,4,0,2,2,0,0,2,0
2,ADAMAWA,2,20,4,1,2,1,2,2,3,1,1,2,1,1,20,1,3,2,0,4,0,2,2,0,0,1,0
1,ADAMAWA,2,25,2,1,2,1,1,2,2,1,1,2,1,1,3,1,3,2,0,3,0,1,2,0,0,2,0
1,ADAMAWA,2,21,4,1,1,2,2,2,2,1,1,3,1,1,19,1,3,2,0,4,0,1,2,2,0,1,1
1,ADAMAWA,2,19,4,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,0,4,0,1,2,0,0,1,1
2,ADAMAWA,1,25,3,0,1,1,2,2,3,2,2,1,2,2,20,3,3,2,0,4,0,2,2,0,0,0,0
1,ADAMAWA,1,25,4,0,2,2,2,2,2,1,1,2,2,2,1,3,3,2,3,3,0,1,2,0,0,1,1
1,ADAMAWA,2,23,5,1,2,1,2,2,2,1,2,1,2,2,2,1,3,1,0,4,0,1,2,0,1,1,1
1,ADAMAWA,2,22,5,0,1,2,1,1,3,1,2,2,1,2,1,3,3,1,1,4,0,2,2,0,0,2,0
2,ADAMAWA,2,24,5,1,1,2,2,2,2,1,1,1,2,2,2,2,3,1,3,3,0,2,2,0,1,0,2
2,ADAMAWA,2,25,7,0,1,1,2,2,3,1,2,3,2,2,2,3,3,1,1,4,0,2,2,1,0,1,1
2,ADAMAWA,2,20,4,1,2,2,2,2,3,1,2,2,1,1,2,1,3,1,0,4,0,2,2,1,0,0,1
2,ADAMAWA,2,19,3,1,1,1,2,2,3,2,1,1,2,1,1,3,3,1,0,4,0,1,2,1,0,2,1
2,ADAMAWA,1,25,6,0,1,2,2,2,3,2,2,1,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
1,ADAMAWA,2,23,6,1,1,2,2,2,2,1,1,2,2,1,20,1,3,1,0,4,0,2,2,0,0,1,1
2,ADAMAWA,2,25,5,1,2,1,2,2,2,1,1,2,2,2,1,3,3,1,0,4,0,2,2,0,0,0,1
2,ADAMAWA,2,25,5,1,1,2,2,2,2,1,2,2,2,2,2,3,3,1,3,4,0,1,2,0,0,2,1
2,ADAMAWA,1,24,6,1,2,1,2,2,2,1,1,1,2,2,1,1,3,1,0,4,0,1,2,0,0,0,1
1,ADAMAWA,2,22,5,1,1,1,2,2,2,1,2,2,1,1,2,2,3,1,1,2,0,1,2,0,0,2,0
2,ADAMAWA,2,24,11,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,4,0,1,2,0,0,1,1
1,ADAMAWA,2,25,5,1,1,2,2,2,2,1,2,1,2,2,2,1,3,1,0,4,0,1,2,0,1,0,1
1,ADAMAWA,1,20,5,1,1,1,2,2,3,1,2,2,2,1,3,3,3,1,1,4,0,1,2,0,0,2,1
1,ADAMAWA,1,22,6,0,1,1,2,2,1,2,2,2,2,1,4,3,3,1,1,3,0,1,2,0,0,2,1
2,ADAMAWA,1,20,5,0,2,2,2,2,3,1,2,2,2,1,19,3,3,1,1,4,0,2,2,0,0,0,0
2,ADAMAWA,2,24,5,1,2,1,2,2,3,1,2,1,2,2,1,3,3,1,0,4,0,2,2,1,0,2,0
2,AKWA IBOM,2,20,5,0,1,1,2,2,3,1,2,2,2,1,2,3,3,2,0,4,0,2,2,0,0,0,0
2,AKWA IBOM,1,25,5,1,2,2,2,2,3,1,2,1,2,2,5,3,3,2,0,4,0,2,2,0,0,0,0
2,AKWA IBOM,2,23,4,0,1,2,2,2,3,2,2,2,2,2,19,3,3,2,3,4,0,2,2,2,0,0,1
2,AKWA IBOM,2,22,3,0,2,2,2,2,3,2,1,4,2,2,2,3,3,2,0,3,0,2,2,0,0,0,1
2,AKWA IBOM,1,20,4,1,2,2,2,2,3,1,2,3,2,2,1,3,3,2,3,4,0,2,2,0,0,0,0
2,AKWA IBOM,1,20,4,0,2,1,2,2,3,1,1,1,2,2,8,3,3,2,3,4,0,2,2,0,0,0,1
1,AKWA IBOM,2,25,4,1,1,1,2,2,3,1,2,1,2,1,3,1,3,2,3,4,0,1,2,2,0,1,2
1,AKWA IBOM,2,18,3,0,2,2,2,2,3,2,2,2,1,1,1,1,3,2,3,3,0,1,2,0,0,2,1
2,AKWA IBOM,1,19,4,0,2,2,2,2,3,1,1,2,2,2,6,3,3,1,0,4,0,1,2,0,0,1,1
2,AKWA IBOM,1,24,5,1,1,1,2,2,3,1,1,2,1,1,11,3,3,1,3,4,0,2,2,0,1,2,1
1,AKWA IBOM,1,24,5,0,2,2,2,2,3,2,2,1,2,2,19,3,3,1,3,4,0,2,2,2,0,2,1
2,AKWA IBOM,1,23,5,0,2,1,2,2,3,1,1,2,2,2,8,3,3,1,1,4,0,2,2,0,0,2,1
1,AKWA IBOM,2,22,5,0,1,1,2,2,3,1,1,3,2,2,2,3,3,1,1,4,0,2,2,2,1,1,2
2,AKWA IBOM,1,22,5,0,2,1,2,2,3,2,2,1,2,2,2,3,3,1,3,4,0,2,2,0,0,0,1
2,AKWA IBOM,1,22,5,0,1,2,2,2,3,2,2,2,2,2,1,3,3,1,0,4,0,2,2,0,0,2,0
2,AKWA IBOM,1,21,5,0,1,1,2,2,3,1,1,2,2,2,3,3,3,1,1,4,0,2,2,0,0,2,1
2,AKWA IBOM,2,25,5,0,1,2,2,2,3,1,1,1,2,2,19,1,3,1,3,4,0,1,2,0,0,0,1
2,AKWA IBOM,2,25,5,0,1,1,2,2,3,1,1,2,2,1,4,3,3,1,1,4,0,2,1,0,0,2,0
1,AKWA IBOM,1,20,5,0,2,2,2,2,3,1,1,2,2,2,2,3,3,1,1,4,0,2,2,0,0,1,0
2,AKWA IBOM,2,25,5,0,1,1,2,2,3,1,1,2,2,2,3,1,3,1,1,4,0,2,2,0,0,2,1
2,AKWA IBOM,2,20,5,0,1,1,2,1,3,1,1,1,2,1,6,3,3,1,2,4,0,2,2,0,0,0,0
2,AKWA IBOM,2,22,5,0,1,1,2,2,3,1,1,2,2,2,2,3,3,1,0,4,0,2,2,0,0,2,0
1,AKWA IBOM,2,22,4,0,1,1,2,2,3,1,2,2,2,2,4,3,3,1,1,3,0,2,2,0,0,2,0
1,AKWA IBOM,2,25,4,0,1,1,2,2,3,1,1,3,2,2,3,3,3,1,1,4,0,2,2,0,0,0,1
2,AKWA IBOM,2,25,3,0,1,1,2,2,3,1,1,3,2,2,3,3,3,1,3,3,0,1,2,0,0,0,0
1,AKWA IBOM,2,24,5,0,2,1,2,2,3,1,1,1,2,2,1,3,3,1,4,4,0,2,2,0,0,2,1
2,AKWA IBOM,2,22,5,0,2,1,2,2,3,1,1,2,2,2,2,3,3,1,1,4,0,2,2,0,0,0,0
1,AKWA IBOM,1,25,5,1,1,2,2,2,3,1,1,2,2,2,2,3,3,1,3,4,0,2,2,0,0,1,0
1,ANAMBRA,1,23,5,0,1,1,1,1,3,1,2,1,2,2,4,3,3,1,1,4,0,1,2,0,0,2,1
1,ANAMBRA,1,24,5,0,1,1,2,2,2,1,1,1,1,2,4,1,3,1,1,4,0,1,2,0,0,2,0
1,ANAMBRA,1,23,5,0,1,2,2,2,3,1,2,3,2,2,2,3,3,1,1,3,0,1,2,2,2,2,2
1,ANAMBRA,1,23,5,0,1,1,2,2,3,2,2,1,2,2,2,3,3,1,1,3,0,2,2,1,2,2,2
1,ANAMBRA,1,23,5,0,1,1,1,1,3,1,2,1,2,2,4,3,3,1,1,4,0,1,2,0,2,2,2
2,ANAMBRA,1,25,7,0,1,1,2,2,2,1,2,1,2,2,6,2,3,1,1,3,0,1,2,0,2,1,2
2,ANAMBRA,1,25,5,0,1,1,2,2,3,1,2,1,2,2,2,2,3,1,1,4,0,2,2,0,0,1,1
1,BAUCHI,2,20,10,1,1,2,2,2,2,1,2,2,2,1,1,2,3,2,0,4,0,1,2,0,0,1,1
1,BAUCHI,2,25,5,1,1,2,2,2,2,1,2,3,2,2,20,1,3,2,0,4,0,1,2,0,0,0,1
1,BAUCHI,2,25,3,1,1,2,2,2,2,1,2,1,2,2,19,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,22,3,1,1,2,2,2,3,1,2,3,1,1,20,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,25,5,1,1,2,2,2,3,1,2,3,1,1,20,3,3,2,0,4,0,2,2,0,0,0,0
1,BAUCHI,2,25,2,1,1,2,2,2,2,1,2,1,2,2,2,3,3,2,0,4,0,1,2,2,0,0,1
2,BAUCHI,2,20,10,0,2,1,2,2,3,1,2,1,2,2,2,3,3,2,0,4,0,2,2,1,0,0,1
1,BAUCHI,2,20,4,0,1,1,2,2,2,1,2,2,2,2,3,3,3,2,0,4,0,1,2,1,0,0,1
2,BAUCHI,2,23,3,0,1,2,2,2,3,1,2,2,2,2,19,3,3,2,0,4,0,2,2,0,0,0,0
1,BAUCHI,2,25,3,1,1,2,2,2,2,1,2,3,1,1,20,3,3,2,0,4,0,2,2,0,0,0,1
1,BAUCHI,2,23,5,1,2,2,2,2,3,1,2,2,2,2,2,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,25,11,1,2,2,2,2,2,1,1,3,1,2,20,3,3,2,0,4,0,1,2,0,0,0,1
1,BAUCHI,1,20,4,1,2,1,2,2,3,1,1,2,2,2,20,3,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,18,10,1,2,2,2,2,2,1,2,2,2,2,1,1,3,2,0,3,0,1,2,0,1,0,1
1,BAUCHI,2,25,3,1,1,2,2,2,2,1,1,1,2,2,2,1,3,2,0,3,0,1,2,1,0,0,1
1,BAUCHI,2,20,11,1,1,2,2,2,2,1,2,3,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
1,BAUCHI,2,23,5,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,24,3,0,1,2,2,2,3,1,1,3,2,2,1,3,3,2,0,4,0,2,2,0,0,2,0
1,BAUCHI,2,24,10,1,2,2,2,2,3,1,2,3,2,2,20,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,25,11,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,4,4,0,1,2,0,0,0,0
1,BAUCHI,2,25,11,1,1,2,2,2,2,1,2,3,2,2,1,1,3,2,0,4,0,1,2,0,1,0,1
2,BAUCHI,1,21,10,0,2,2,2,2,2,1,1,2,2,2,2,3,3,2,0,4,0,2,2,0,0,0,1
1,BAUCHI,2,25,11,1,1,2,2,2,2,1,2,2,1,1,20,1,3,2,0,4,0,1,2,0,0,0,1
1,BAUCHI,2,20,4,1,1,2,2,2,2,1,2,1,2,1,1,3,3,2,4,4,0,1,2,0,0,2,1
1,BAUCHI,2,25,11,1,1,2,2,2,3,1,1,2,2,2,20,3,3,2,0,4,0,1,2,1,0,0,0
1,BAUCHI,2,24,11,1,2,1,2,2,2,1,2,2,2,2,1,1,3,2,0,4,0,1,2,0,0,0,0
2,BAUCHI,2,18,10,1,2,1,2,2,2,1,2,1,2,2,20,1,3,2,0,4,0,1,2,1,0,0,1
2,BAUCHI,2,18,10,1,1,2,2,2,2,1,2,2,2,2,1,3,3,2,3,4,0,1,2,0,0,0,0
1,BAUCHI,2,25,10,1,2,2,2,2,2,1,2,3,2,2,6,1,3,2,0,4,0,1,2,0,0,0,0
2,BAUCHI,2,25,5,0,1,1,2,2,3,1,2,3,2,2,20,3,3,2,0,4,0,2,2,0,0,0,0
2,BAUCHI,2,23,3,0,2,1,2,2,3,1,2,1,2,2,1,3,3,2,0,3,0,2,2,2,0,0,1
1,BAUCHI,2,24,11,1,1,1,2,2,3,1,2,3,1,2,20,1,3,2,0,4,0,1,2,0,0,0,0
2,BAUCHI,2,22,11,1,1,2,2,2,2,1,2,1,2,2,2,2,3,2,3,4,0,1,2,0,0,1,1
2,BAUCHI,2,25,11,1,1,2,2,2,2,1,2,1,2,2,2,1,3,2,3,3,0,1,2,0,0,1,1
2,BAUCHI,2,18,11,1,2,2,2,2,2,2,2,1,2,2,3,2,3,2,3,4,0,1,2,0,0,2,1
2,BAUCHI,2,25,11,1,1,1,2,2,2,1,2,2,2,2,1,1,3,2,3,3,0,1,2,0,0,0,0
2,BAUCHI,2,23,3,1,1,2,2,2,2,1,2,2,2,2,1,3,3,2,3,4,0,1,2,0,1,0,1
2,BAUCHI,2,25,5,0,2,2,2,2,2,1,1,2,2,2,19,3,3,2,3,3,0,1,2,0,1,0,1
2,BAUCHI,2,23,11,0,1,2,2,2,2,1,2,1,2,2,6,2,3,2,4,4,0,1,2,1,0,2,2
2,BAUCHI,2,25,10,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,0,4,0,1,2,0,1,0,1
2,BAUCHI,2,25,10,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3,4,0,1,2,0,1,0,1
1,BAUCHI,2,23,3,1,2,2,2,2,2,1,2,1,2,2,4,1,3,2,0,4,0,1,2,1,1,1,1
2,BAUCHI,2,21,11,1,1,2,2,2,2,1,1,1,2,2,2,2,3,2,0,4,0,1,2,0,0,0,1
2,BAUCHI,1,19,3,1,2,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,0,0,0
1,BAUCHI,1,23,2,0,1,2,2,2,3,1,2,3,2,2,6,1,3,2,0,4,0,1,2,1,1,2,1
2,BAUCHI,1,23,3,1,2,2,2,2,2,1,1,1,2,2,2,3,3,2,0,4,0,1,2,2,0,2,1
1,BAUCHI,2,25,5,1,1,2,2,2,2,1,2,2,2,2,2,1,3,2,3,4,0,1,2,0,0,0,1
1,BAUCHI,2,23,5,1,1,1,2,2,2,1,2,2,2,2,1,1,3,2,0,4,0,1,2,1,0,0,1
1,BAUCHI,2,24,3,1,2,2,2,2,2,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,0,1
1,BAUCHI,2,25,3,1,2,2,2,2,3,1,2,2,2,2,19,1,3,2,0,4,0,1,2,0,0,0,0
1,BAUCHI,2,20,4,1,1,1,2,2,3,1,2,1,2,2,2,1,3,2,0,4,0,1,2,1,1,2,1
2,BAUCHI,2,19,11,0,1,2,2,2,2,1,2,1,2,2,3,2,3,2,3,3,0,1,2,0,0,2,1
1,BAUCHI,2,25,11,1,2,2,2,2,2,1,1,2,2,2,20,1,3,2,0,4,0,1,2,0,0,0,1
2,BAUCHI,2,18,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,2,3,3,0,1,2,1,0,1,1
1,BAUCHI,2,25,10,1,2,2,2,2,2,1,2,1,2,2,3,1,3,2,0,4,0,1,2,1,1,0,2
1,BAUCHI,2,24,6,1,1,2,2,2,2,1,2,1,2,2,2,1,3,1,1,3,0,1,2,0,1,2,1
1,BAUCHI,1,23,5,0,1,1,2,2,3,1,2,2,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
2,BAUCHI,1,22,4,0,2,2,2,2,3,1,1,2,2,2,20,3,3,1,0,4,0,2,2,0,0,0,0
1,BAUCHI,2,20,5,0,1,1,2,2,3,1,2,1,2,2,1,3,3,1,1,4,0,2,2,1,0,2,0
2,BAUCHI,2,18,5,0,1,2,2,2,2,1,1,2,2,2,1,3,3,1,4,4,0,2,2,0,1,0,1
1,BAUCHI,2,25,3,1,1,2,2,2,2,1,2,2,2,2,2,1,3,1,0,4,0,1,2,0,0,0,0
2,BAUCHI,1,19,4,0,1,1,2,2,2,1,2,1,2,2,3,3,3,1,1,4,0,1,2,1,0,1,1
2,BAUCHI,2,22,4,0,1,2,2,2,2,2,1,2,2,2,1,3,3,1,3,4,0,1,2,2,1,1,1
2,BAUCHI,1,19,5,0,1,1,2,2,2,1,2,1,2,2,5,3,3,1,1,3,0,1,2,1,0,1,1
2,BAUCHI,2,18,11,1,1,1,2,2,2,1,1,2,2,2,3,2,3,1,1,3,0,1,1,0,0,1,1
1,BAUCHI,2,25,4,1,1,2,2,2,2,2,2,1,2,1,6,1,3,1,3,4,0,1,2,2,1,1,2
2,BAUCHI,2,22,10,0,2,1,2,2,2,2,2,1,2,2,2,3,3,1,4,4,0,1,2,0,0,2,1
2,BAUCHI,1,20,3,1,1,1,2,2,2,1,2,1,2,2,2,3,3,1,3,4,0,1,2,2,1,2,2
2,BAUCHI,2,20,2,0,1,1,2,2,2,1,2,1,2,2,3,2,3,1,3,4,0,1,2,0,0,2,1
1,BAUCHI,2,23,3,1,1,2,2,2,2,1,2,3,1,1,20,1,3,1,1,3,0,1,2,0,0,0,0
1,BAUCHI,2,25,10,0,1,2,2,2,2,1,1,2,2,2,4,1,3,1,0,4,0,1,2,0,1,1,1
1,BAUCHI,1,19,5,0,1,1,2,2,2,1,2,1,2,2,2,3,3,1,1,4,0,1,2,1,1,2,2
1,BAUCHI,2,25,10,0,1,2,2,2,2,1,2,1,2,2,2,1,3,1,0,4,0,1,2,1,0,1,1
1,BAUCHI,2,22,4,1,1,1,2,2,3,2,2,1,2,1,1,2,1,1,1,4,0,2,2,1,0,0,1
1,BAUCHI,2,25,6,1,1,1,2,2,2,1,2,2,2,2,2,2,3,1,1,4,0,1,2,1,0,2,1
2,BAUCHI,1,25,5,1,1,1,2,2,2,1,1,1,2,2,2,2,3,1,1,4,0,1,2,1,0,1,2
1,BAYELSA,2,21,4,0,2,2,2,2,3,1,2,1,2,2,2,3,3,2,4,4,0,2,2,0,0,0,0
2,BAYELSA,1,21,5,0,1,2,2,2,3,1,2,1,2,2,3,3,3,2,3,4,0,2,2,2,0,2,2
2,BAYELSA,1,24,5,1,1,1,2,2,3,2,2,1,2,2,3,2,3,2,4,4,0,1,2,0,0,2,0
2,BAYELSA,2,19,5,1,1,1,2,2,3,1,2,1,2,2,3,3,3,2,4,4,0,2,2,0,0,2,1
2,BAYELSA,2,24,5,0,1,2,2,2,2,1,2,1,2,2,2,3,3,2,0,4,0,2,2,1,0,2,2
2,BAYELSA,1,24,5,0,1,1,2,2,2,1,2,2,2,2,2,3,3,2,4,4,0,2,2,0,0,2,1
1,BAYELSA,1,25,5,0,1,1,2,2,2,1,1,2,2,2,2,3,3,2,0,3,0,2,2,0,0,1,1
2,BAYELSA,2,19,3,0,2,2,2,2,3,1,2,1,2,2,2,3,3,2,3,3,0,2,2,0,0,0,0
2,BAYELSA,1,25,5,1,1,1,2,2,1,2,2,1,2,2,2,2,3,1,4,4,0,1,2,0,0,1,0
1,BAYELSA,1,23,5,1,1,1,2,2,2,1,2,1,2,2,4,3,3,1,1,2,0,2,2,1,0,2,1
2,BAYELSA,2,25,5,0,1,2,2,2,3,1,2,1,2,2,3,3,3,1,4,4,0,2,2,1,0,2,1
2,BAYELSA,1,25,5,0,1,1,2,2,3,1,2,2,2,2,3,3,3,1,4,4,0,2,2,1,0,2,1
1,BAYELSA,2,20,5,1,1,2,2,2,2,1,2,1,2,2,2,3,3,1,2,4,0,2,2,0,0,2,1
2,BAYELSA,2,22,7,0,1,1,2,2,2,1,2,1,2,2,2,3,3,1,1,4,0,2,2,1,0,1,2
2,BAYELSA,1,25,5,0,1,1,2,2,2,1,2,1,2,2,3,3,3,1,3,3,0,2,2,1,0,2,2
2,BAYELSA,1,25,5,0,1,1,2,2,3,1,2,1,2,2,3,3,3,1,1,3,0,2,2,0,0,2,1
2,BAYELSA,1,21,5,0,1,1,2,2,3,1,2,1,2,2,2,3,3,1,2,4,0,2,2,0,0,2,0
2,BAYELSA,1,21,5,0,1,1,2,2,3,1,2,1,2,2,3,3,3,1,1,3,0,2,2,1,0,2,1
1,BAYELSA,2,22,4,1,1,2,2,2,3,1,2,1,2,2,2,3,3,1,2,2,0,2,2,0,0,2,1
2,BAYELSA,2,21,5,0,2,2,2,2,3,1,2,1,2,1,2,3,3,1,1,3,0,2,2,1,0,2,1
2,BAYELSA,1,25,5,0,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
1,BAYELSA,1,19,5,0,1,2,2,1,2,1,2,1,2,2,3,3,3,1,1,2,0,2,2,0,2,2,2
2,BAYELSA,1,22,5,0,2,2,2,2,3,1,2,1,2,2,2,3,3,1,1,4,0,1,2,0,0,1,1
2,BAYELSA,1,21,5,0,1,1,2,2,3,1,2,1,2,2,3,3,3,1,1,4,0,2,2,0,0,2,1
2,BAYELSA,1,22,5,0,2,1,2,2,3,1,2,1,2,2,2,3,3,1,3,3,0,1,2,2,0,2,1
2,BAYELSA,1,19,5,0,2,1,2,2,2,1,2,1,2,2,3,3,3,1,2,4,0,2,2,1,0,2,1
1,BENUE,1,22,4,1,1,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,0,0,1
1,BENUE,2,21,5,1,1,2,2,2,1,1,1,3,2,2,3,2,3,2,4,4,0,2,2,0,0,0,1
2,BENUE,2,25,5,0,2,2,2,2,3,1,2,3,2,2,2,3,3,2,3,3,0,1,2,1,0,1,1
1,BENUE,2,23,4,1,1,2,1,2,3,1,2,1,2,1,1,1,3,2,3,3,0,1,2,0,0,2,1
2,BENUE,1,18,4,0,2,2,2,2,2,1,1,3,2,2,19,3,3,2,3,3,0,1,2,0,0,1,0
2,BENUE,2,20,4,1,2,2,2,2,3,1,2,3,2,1,1,2,3,2,3,3,0,1,2,0,0,0,1
1,BENUE,2,18,4,1,1,1,2,2,3,1,2,3,2,2,2,1,3,2,3,3,0,1,2,0,0,1,0
1,BENUE,1,20,5,0,2,2,2,2,3,1,1,2,2,2,2,3,3,2,3,4,0,1,2,0,0,0,1
1,BENUE,2,25,4,1,1,2,2,2,2,1,2,3,2,2,1,1,3,2,3,4,0,1,2,0,0,1,0
2,BENUE,2,25,3,1,1,2,2,2,3,1,2,2,2,2,2,3,3,2,3,4,0,1,2,1,0,0,0
1,BENUE,2,20,3,1,1,2,2,2,2,1,2,3,2,2,2,1,3,2,0,3,0,1,2,0,0,2,0
1,BENUE,1,19,4,1,1,2,2,2,3,2,2,2,2,2,20,2,3,2,0,4,0,2,2,0,0,2,0
1,BENUE,1,19,5,0,1,2,2,2,3,1,2,1,2,2,2,3,3,2,2,4,0,2,2,2,0,2,2
1,BENUE,2,25,5,1,2,2,2,2,3,1,1,4,2,1,2,1,3,2,0,4,0,1,2,0,0,0,1
2,BENUE,2,22,2,1,2,2,2,2,3,1,2,4,2,2,1,3,3,2,4,4,0,1,2,0,0,0,1
1,BENUE,1,25,5,0,1,2,2,2,3,1,2,1,2,2,18,3,3,1,0,4,0,2,2,0,0,1,1
1,BENUE,2,25,5,1,1,2,2,2,3,1,2,1,2,2,3,2,3,1,1,3,0,2,2,0,0,2,2
1,BENUE,2,20,3,1,1,2,2,2,3,1,2,1,2,2,2,1,3,1,0,4,0,1,2,0,0,0,0
1,BENUE,2,25,5,1,1,1,2,2,3,1,2,1,2,1,1,1,3,1,0,4,0,2,2,0,0,2,0
1,BENUE,1,21,4,1,1,1,1,2,3,1,2,2,2,2,2,1,3,1,1,3,0,1,2,0,0,1,0
2,BENUE,2,23,2,1,2,2,2,2,3,1,2,3,2,2,1,2,3,1,4,4,0,2,2,0,0,0,1
2,BENUE,2,21,3,1,1,1,2,2,3,1,2,2,2,2,1,3,3,1,3,3,0,2,2,0,0,0,1
1,BENUE,1,24,5,1,1,2,2,2,3,2,2,2,2,2,2,2,3,1,2,3,0,1,1,0,1,0,1
1,BORNO,1,21,10,0,1,2,2,2,2,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,1,1,1
2,BORNO,2,19,11,1,2,2,2,2,3,2,2,4,2,2,1,3,3,2,0,4,0,1,2,1,1,1,0
2,BORNO,2,25,3,0,1,1,2,2,2,1,2,3,2,2,1,3,1,2,4,4,0,2,2,0,0,2,0
2,BORNO,2,20,11,1,2,2,2,2,3,1,2,2,2,2,1,1,3,2,0,4,0,1,2,0,1,2,0
1,BORNO,2,24,11,1,1,2,2,2,2,1,1,1,2,2,20,2,3,2,0,4,0,1,2,0,1,0,1
2,BORNO,1,24,5,0,2,2,2,2,2,1,1,2,2,2,18,3,3,2,0,4,0,2,2,0,1,0,1
2,BORNO,1,25,5,1,1,2,2,2,2,1,2,3,2,2,20,3,3,2,0,4,0,2,2,0,1,0,1
